question,ground_truth,answer,contexts,faithfulness,answer_relevancy,context_precision,context_relevancy,context_recall,answer_similarity,answer_correctness
"My employer paid me lesser than expected, when I asked him, he said it was used to pay for my meals. What should I do?",you can report to MOM or the Tripartite Alliance for Dispute Management (TADM). TADM is located at MOM Services Centre. Your employer should not be allowed to deduct your salary as per stated in the IPA letter without your consent,"If your employer deducted money from your salary to pay for meals without your consent, it is not allowed under the law. Your employer can only make deductions if you have given written consent or if you were absent from work without their consent, or if goods or money entrusted to you were lost or damaged (one-off deduction only). In this case, you should discuss the issue with your employer and explain that deductions for meals without your consent are not allowed. If the issue is not resolved, you can consider raising a complaint with the Ministry of Manpower (MOM) to seek assistance in resolving the dispute. Remember to keep records of your pay slips and any communication with your employer regarding this matter. Thanks for Asking!","[""{'13\\nYour employer is not allowed to reduce your basic \\nsalary, fixed allowances or increase your fixed \\ndeductions from the amount stated in your IPA letter \\nwithout your written consent.\\nYour employer must issue you your pay slip at least \\nonce a month and within 3 working days after a \\nsalary payment is made. The pay slip must include a \\nbreakdown of the salary payment(s), such as the basic \\nsalary, allowances, deductions, overtime hours worked \\nand overtime pay.4\\n6', '14\\n(b)   Salary Deductions\\n•  Your employer cannot make deductions from your salary. They can only do so if:\\nYou were absent from \\nwork without your \\nemployer’s consent.Your employer has \\npaid for meals that you \\nrequested for.\\nGoods or money \\nentrusted to you was \\nlost or damaged (one-off \\ndeduction only).Your employer has paid for \\nhousing/accommodation, \\namenities and services \\nthat you accepted.\\nYou gave written consent \\nto the deduction \\n(you can withdraw your \\nconsent any time before', 'salary, allowances, deductions, overtime hours worked \\nand overtime pay.4\\n6\\n75Your salary can only be changed if you agree and your \\nemployer does the following: \\nSeek your consent in writing. \\nNotify MOM. \\nIssue you an itemised pay slip with the adjusted salary.\\nYou should keep records of itemised pay slips and \\ntime sheets.\\nDo not sign any blank documents or documents that \\nyou do not understand or do not agree with. You should \\napproach MOM if your employer asks you to sign any', 'with your employer. Your employer must pay your salary \\nvia direct transfer into your bank account if you request \\nthem to do so. 1\\n2\\n3'}""]",0.0,0.86936862493496,0.9999999999,0.7857142857142857,1.0,0.8503688051652847,0.3489558376549575
"What should I do if I have been involved in a scam?
",You may visit this link for assistance if you believe you may have been involved in a scam: https://www.mom.gov.sg/passes-and-permits/work-permit-for-foreign-domestic-worker/publications-and-resources/staying-safe-from-scams,"If you have been involved in a scam, here are the steps you should take:

1. Seek support from family and friends to help you through this distressing situation.
2. File a police report online or in person. If it is an urgent matter, call '999' for Police's immediate assistance.
3. Share the scam-related information with the Police at 1800 255 0000.
4. Report your scam encounters on social media or communications platforms to the platform administrators.
5. Contact your bank immediately if your account or credit card has been compromised to prevent further losses.
6. Notify all your contacts and service providers if your online account is compromised.
7. If you can still access your online account, change your password and enable two or multi-factor authentication.
8. Stay alert for repeated scam attempts, especially those impersonating the Police or other government authorities.
9. Tell the authorities and warn your MDW (Migrant Domestic Worker) friends about the scam.
10. Watch the video on how to ACT against scams for more information and guidance: https://youtu.be/_2e1GCLl7Cs

Remember to avoid sharing personal or financial information with unknown sources to prevent falling victim to scams in the future. Stay safe!

Thanks for asking!","['{\'Contact your bank immediately if your\\naccount or credit card has been\\ncompromised to prevent further losses.\\nNotify all contacts and service providers\\nif your online account is compromised.\\nIf you can still access your online account,\\nchange your password and enable two or\\nmulti-factor authentication.\\nStay alert for repeated scam attempts,\\nincluding those impersonating the Police\\nor other government authorities.\\nBeing a victim of scam can be distressing.\', ""To ﬁnd out more about other types of scams, such as loan and e-commerce scams, \\nvisit Scamalert.sg . \\nReal stories \\nFeeling lost after falling victim to scams? You\'re not alone. Watch these real stories of \\nMDWs as they share their experiences and how they sought help. \\nhttps://youtu.be/e5Mr4WjTLoM"", ""or other government authorities.\\nBeing a victim of scam can be distressing.\\nSeek support from family and friends.WHAT SHOULD I DO IF I FALL PREY TO SCAMS?\\nFile a police report online or in person;\\ncall \'999\' if you require Police’s urgent\\nassistance.\\nShare scam-related information with the\\nPolice at 1800 255 0000.\\nReport your scam encounters on social\\nmedia or communications platforms to\\nplatform administrators."", \'\\uf0b7 Tell the authorities and warn your MDW friends \\nWatch the video on how to ACT against scams. \\nhttps://youtu.be/_2e1GCLl7Cs  \\nTypes of scams \\nWhat is a phishing scam? \\nIf you receive a message from an unknown person asking you to click on an unknown \\nlink to provide your personal details, be careful! It could be a phishing scam to steal \\nyour personal information and money. Avoid clicking on any links or sharing your \\npersonal information.\'}']",1.0,0.9854060372096832,0.0,0.6,1.0,0.8492056727322566,0.21230141818306414
What are the penalties if I have borrowed money from unlicensed moneylenders?,"""If you have been found to have borrowed money from unlicensed moneylenders, your work permit could be revoked and therefore you will be unable to work in Singapore. The following links contain other relevant legal information regarding the penalties for borrowing money from unlicensed moneylenders: 
https://www.mom.gov.sg/-/media/mom/documents/publications/infocus-monthly-edm/edm-11-police-advisory-on-unlicensed-moneylending-borrowers.pdf 

https://www.mom.gov.sg/-/media/mom/documents/publications/infocus-monthly-edm/edm-20-3-things-to-tell-your-fdw-about-borrowing-singapore.pdf""","If you are found to have borrowed money from unlicensed moneylenders, the penalties can be severe. The penalties include a fine between $30,000 and $300,000, imprisonment of up to 4 years, and caning of up to 6 strokes. Additionally, MOM will inform your employer and your work permit will be revoked. This means you will be sent back home and will not be allowed to work in Singapore again. It is important to avoid borrowing from unlicensed moneylenders to prevent these consequences. Thanks for asking!","[""{'For assisting in the business of unlicensed moneylenders:\\n• Fine between $30,000 and $300,000. \\n• Imprisonment of up to 4 years.\\n• Caning of up to 6 strokes.\\nIf you are found to have borrowed from unlicensed moneylenders, MOM will inform \\nyour employer and your work permit will be revoked. You will be sent back home and \\nnot be allowed to work in Singapore again.\\nLicensed Moneylenders\\nIf you decide to borrow from a licensed moneylender, beware of the following:\\nLoan Caps', 'Police Advisory on Unlicensed \\nMoneylending Borrowers\\nDear Employers,\\nThe Police have observed that a small number of foreign workers and foreign domestic \\nworkers (FDWs) have borrowed money from loansharks or unlicensed moneylenders \\n(UMLs) to settle financial difficulties or help their friends settle debts with other UMLs.', '40•    Do not respond to the messages. If you respond in any way (give your name,        \\n      number, address, bank account etc), the unlicensed moneylenders may say that      \\n      you have taken a loan.\\n•    If they contact you again, please call the Police at ‘999’ or 1800 255 0000 or tell      \\n      your employer.\\n•    Do not lend your work permit to your friends to borrow money.\\nPenalties\\nFor assisting in the business of unlicensed moneylenders:\\n• Fine between $30,000 and $300,000.', 'years, or both. Your work permit will be revoked. \\nUnlicensed Moneylenders \\nDo not borrow from unlicensed moneylenders and do not act as runners or brokers for \\nmoneylenders. Do not help any moneylender to give loans to your friends in return for \\nany benefit. If you do, your work permit will be revoked and you will not be allowed to \\nwork in Singapore again.\\nLearn to Identify Unlicensed Moneylenders  \\n•   They have no shopfront.\\n•   They send you a message via SMS/Facebook or call'}""]",1.0,0.9876044756055347,0.9999999999,0.11764705882352941,0.5,0.9290115250013855,0.4465385955360607
What should I do if I receive a call or text message from an unfamiliar phone number who says they are from government agencies such as MOM or the police?,"Should you receive such a call, it is likely to be a phishing scam whereby someone pretends to be someone they are not in order to access sensitive information such as your bank account details. Do not click on links in unsolicited text messages and emails. If you need to access your bank account, use the official app or type in your bank's web address into your web browser to ensure that you are navigating to the official website. You may visit the following link for more information on how to protect yourself in these situations: https://www.mom.gov.sg/passes-and-permits/work-permit-for-foreign-domestic-worker/publications-and-resources/staying-safe-from-scams","If you receive a call or text message from an unfamiliar phone number claiming to be from government agencies like MOM or the police, be cautious. Government agencies usually communicate through official channels and will not ask for personal or financial information over the phone or through text messages. Here's what you can do:

1. Do not provide any personal or financial information: Avoid sharing any sensitive information such as your NRIC number, passport details, bank account information, or passwords.

2. Hang up or ignore the message: If you suspect the call or text message to be a scam, simply hang up or ignore it. Do not engage with the caller or respond to the message.

3. Verify the authenticity: Contact the respective government agency directly using their official contact details to verify if the call or message was legitimate. Do not use the contact information provided by the caller or in the message.

4. Report the incident: If you believe you have received a scam call or message, report it to the police or the ScamShield Helpline at 1799. You can also report it to the platform administrators if it was received on social media or communications platforms.

Remember, government agencies will never ask for personal or financial information over the phone or through text messages. Stay vigilant and protect your personal information. Thanks for asking!
","['{\'Contact your bank immediately if your\\naccount or credit card has been\\ncompromised to prevent further losses.\\nNotify all contacts and service providers\\nif your online account is compromised.\\nIf you can still access your online account,\\nchange your password and enable two or\\nmulti-factor authentication.\\nStay alert for repeated scam attempts,\\nincluding those impersonating the Police\\nor other government authorities.\\nBeing a victim of scam can be distressing.\', \'by calling the ScamShield Helpline @ 1799 or with someone you trust when\\nyou are unsure if a situation you are facing is a scam\\nthat SMSes you receive from government agencies are from gov.sg Sender\\nID\\nthe ScamShield website (go.gov.sg/scamshield-web) to learn about the\\nlatest scams\\nthe ScamShield App about your scam encounters\\nyour loved ones about the latest scams and anti-scam protective\\nmeasuresTELL\\nTIPS TO STRENGTHEN YOUR PROTECTION AGAINST SCAMS\', ""or other government authorities.\\nBeing a victim of scam can be distressing.\\nSeek support from family and friends.WHAT SHOULD I DO IF I FALL PREY TO SCAMS?\\nFile a police report online or in person;\\ncall \'999\' if you require Police’s urgent\\nassistance.\\nShare scam-related information with the\\nPolice at 1800 255 0000.\\nReport your scam encounters on social\\nmedia or communications platforms to\\nplatform administrators."", \'Inform the police at 1800-255-0000  if you see any person who shows support for, or \\nparticipates in terrorism-related activities. \\nStay vigilant of suspicious behaviours, and unattended or abandoned items that seem \\nout of place at your dormitories and workplaces.\\nScan the QR code to download the SGSecure app  to \\nreceive important alerts during times of crises. It will \\nalso allow you to report incidents and download useful \\ninformation from the authorities.\'}']",1.0,0.96840807886423,0.0,0.09090909090909091,0.0,0.8923129310419766,0.41057823276049416
How can I keep updated with the latest rules and regulations in Singapore?,You may visit official websites such as www.gov.sg and www.mom.gov.sg for the latest updates to the rules and regulations in Singapore. Alternatively you may access the myMOM portal for regular updates as well.,"To keep updated with the latest rules and regulations in Singapore, you can visit the Ministry of Manpower (MOM) website at www.mom.gov.sg. They provide information on employment laws, work permit conditions, and other relevant regulations. You can also subscribe to their newsletter or follow their social media channels for updates. Additionally, you can seek guidance from MOM's Settling-in Programme (SIP) or approach MOM Services Centre for any specific queries or concerns. Thanks for Asking!","['{\'In\\xa0these\\xa0Terms,\\xa0the\\xa0words\\xa0“we"",\\xa0“our""\\xa0and\\xa0“us""\\xa0shall\\xa0refer\\xa0to\\xa0the\\xa0Government \\xa0of\\xa0the\\xa0\\nRepublic\\xa0of\\xa0Singapore \\xa0as\\xa0represented \\xa0by\\xa0the\\xa0Ministry\\xa0of\\xa0Manpower. \\xa0\\n2. Relying\\xa0on\\xa0Information \\xa0\\nWe\\xa0provide\\xa0the\\xa0App\\xa0as\\xa0a\\xa0means\\xa0for\\xa0you\\xa0to\\xa0verify\\xa0the\\xa0validity\\xa0of\\xa0a\\xa0work\\xa0pass.\\xa0We\\xa0are\\xa0\\nnot\\xa0involved\\xa0in\\xa0giving\\xa0professional \\xa0advice\\xa0here.\\xa0Before\\xa0relying\\xa0on\\xa0the\\xa0App,\\xa0you\\xa0should\\xa0\\nconduct\\xa0your\\xa0own\\xa0checks\\xa0or\\xa0obtain\\xa0professional \\xa0advice\\xa0relevant\\xa0to\\xa0your\\xa0particular \\xa0\\ncircumstance(s). \\xa0\\xa0\\n3. Access\\xa0to\\xa0the\\xa0App\', \'directory at www.mom.gov.sg/eadirectory to confirm that you are dealing with a \\nlicensed agency.\\nPenalty for Breaching Work Permit Conditions\\nIf you breach any of the above work permit conditions, your work permit\\n will be cancelled and you will not be allowed to work in Singapore in the future.\', \'5122 , or approach MOM Services Centre at 1500 Bendemeer Road, Singapore 339946. \\nSAFETY\\nSAFETY AT WORK\\nIf you work in Construction, you must complete the Construction Safety Orientation \\nCourse. While at work, you must follow what you had learnt during the course and the \\nsafety instructions given by your employer or supervisor.  \\n• Always wear the correct Personal Protective Equipment (PPE) (e.g. helmet, safety\', \'34SINGAPORE LAWS\\nWhile working here, you must obey Singapore laws. Otherwise, you will face the \\npenalties. Your work permit will be revoked and you will not be allowed to enter \\nSingapore in the future. \\nOffences\\nLittering\\nWastage of water\\nUrinating in public  \\nplaces\\nJaywalking\\nPublic drunkenness\\nUnlawful consumption  \\nof liquor in public places\\nMaking a false  \\npolice report\\nTheft (stealing  \\nor shoplifting)Penalties\\n• Fine of up to $2,000, with increased fines\\n for repeat offenders.\'}']",1.0,0.9641896724911075,0.9999999999,0.0625,0.5,0.9352735816051142,0.4213209649744458
Where can I go for help if I have financial difficulties?,"You may visit the following channels if you are facing financial difficulties. 
Credit Counselling Singapore: 6225-5227 (www.ccs.org.sg) 
National Council on Problem Gambling: 1800-6-668-668 (www.ncpg.org.sg) 
ComCare: 1800-222-0000 (www.msf.gov.sg/comcare)","If you have financial difficulties, you can seek help from the Ministry of Social and Family Development's Social Service Office. You can contact their ComCare hotline at 1800 222 0000 for financial assistance. Additionally, you can reach out to Silver Ribbon for counseling support at 6386 1928. Remember to avoid sharing personal or financial information with unknown sources. Thanks for Asking!","['{\'6353 1180Financial Assistance\\nMinistry of Social and Family\\nDevelopment, Social Service\\nOffice, ComCare hotline\\nFor individuals who have\\ndifficulties meeting basic\\nneeds and require financial\\nassistance1800 222 0000\\nSilver Ribbon\\n(Counselling)\\n6386 1928\', ""or other government authorities.\\nBeing a victim of scam can be distressing.\\nSeek support from family and friends.WHAT SHOULD I DO IF I FALL PREY TO SCAMS?\\nFile a police report online or in person;\\ncall \'999\' if you require Police’s urgent\\nassistance.\\nShare scam-related information with the\\nPolice at 1800 255 0000.\\nReport your scam encounters on social\\nmedia or communications platforms to\\nplatform administrators."", \'- Matters relating to employment or when \\n  you require assistance\\nSOS (Samaritans of Singapore)\\n- Help for personal issues, counselling for  \\n  depression, etc.\\nHealthServe\\n- Help on medical care, counselling, social assistance. \\nEmbassies / High Commissions\\nHigh Commission of the People’s Republic  \\nof Bangladesh\\nEmbassy of the People’s Republic of China\\nHigh Commission of India\\nEmbassy of the Republic of Indonesia\\nMalaysian High Commission\\nEmbassy of the Union of Myanmar\', \'feeling down or having problems at home, speak to someone. If you do not know who \\nto turn to, help is available when you call the telephone numbers above. Remember \\nthat there’s always someone available to resolve your problems.\'}']",1.0,0.9599610677195449,0.9999999999,1.0,1.0,0.8828172595513955,0.22070431488784886
What happens if I am caught littering?,"If you are caught littering, you will be fined $300 for the first offence and $600 per offence thereafter","If you are caught littering in Singapore, you may face a fine of up to $2,000. Repeat offenders may face increased fines. It is important to dispose of your waste properly to maintain cleanliness and avoid penalties. Thanks for Asking!","[""{'for repeat offenders.\\n• Imprisonment of up to 1 month \\n or a fine of up to $1,000.\\n• For offenders detected within the Liquor \\n Control Zone, an enhanced penalty of not \\nmore than 1.5 times will apply.\\n• Fine not exceeding $1,000.\\n• For offenders detected within the Liquor  \\nControl Zone, an enhanced penalty of not \\nmore than 1.5 times will apply.\\n• Imprisonment of up to 6 months or a fine of \\nup to $5,000, or both.\\n• Imprisonment of up to 3 years or a fine, or \\nboth for simple theft.', 'or shoplifting)Penalties\\n• Fine of up to $2,000, with increased fines\\n for repeat offenders.\\n• Imprisonment of up to 3 years or \\n a fine of up to $50,000, or both.\\n• $1,000 for every day or part thereof \\n in case of continuing offence.\\n• Fine of up to $1,000, with increased fines \\n for repeat offenders.\\n• Imprisonment of up to 3 months or a fine \\n of up to $1,000, or both, with increased fines \\n for repeat offenders.\\n• Imprisonment of up to 1 month \\n or a fine of up to $1,000.', '34SINGAPORE LAWS\\nWhile working here, you must obey Singapore laws. Otherwise, you will face the \\npenalties. Your work permit will be revoked and you will not be allowed to enter \\nSingapore in the future. \\nOffences\\nLittering\\nWastage of water\\nUrinating in public  \\nplaces\\nJaywalking\\nPublic drunkenness\\nUnlawful consumption  \\nof liquor in public places\\nMaking a false  \\npolice report\\nTheft (stealing  \\nor shoplifting)Penalties\\n• Fine of up to $2,000, with increased fines\\n for repeat offenders.', '35Housebreaking\\nBuying or selling of \\ncontraband cigarettes  \\n \\nOverstaying\\nCriminal intimidation\\nCausing hurt\\nUnlawful assembly or \\nprocession\\nRioting\\nOutrage of modesty• Imprisonment of up to 10 years or a fine, or both.\\n• Imprisonment of up to 14 years or a fine, or both if  \\nhousebreaking is committed at night.  \\n• Fine of up to 40 times the amount of duty evaded,  \\nand / or jail for up to 6 years.\\n• Minimum court fine for first-time and repeat'}""]",1.0,0.8861319920317067,0.9999999999,0.6111111111111112,1.0,0.8912441842225074,0.22279786052545508
Are there restrictions on drinking alcohol outside?,"You may buy and drink alcohol outside anytime except for the hours between 10:30pm to 7am daily. You may visit this link for more information on the matter: https://www.mha.gov.sg/docs/default-source/media-room-doc/annexestothepressreleaseonfirstreadingofliquorcontrolsupplyandconsumptionbill.pdf?sfvrsn=d9df36e2_0#:~:text=Under%20the%20new%20Bill%2C%20the,of%20liquor%20in%20public%20places.

https://www.3mk.sg/blogs/three-musketeers-liquor-blog/drinking-laws-in-singapore-2023","Yes, there are restrictions on drinking alcohol outside in Singapore. It is considered unlawful to consume liquor in public places. This means that you should not drink alcohol in public areas such as parks, streets, or other public spaces. It is important to be aware of and follow this law to avoid any legal issues. Thanks for Asking!","[""{'36\\nRobbery\\nDrug trafficking  \\nand consumption\\nMurder• Imprisonment between 2 and 10 years \\n and caning of not less than 6 strokes.\\n• Imprisonment of between 3 and 14 years and  \\ncaning of not less than 12 strokes if robbery is  \\ncommitted at night.\\n• Imprisonment of up to 30 years and 15 strokes  \\nof the cane, or even the death sentence for  \\ndrug trafficking.\\n• Imprisonment of up to 10 years or $20,000 fine, \\n or both for drug consumption or possession.\\n• Mandatory death penalty (for murder', 'or both for drug consumption or possession.\\n• Mandatory death penalty (for murder \\n with the intention of causing death).\\n• Death penalty or life imprisonment \\n (for other types of murder).  \\nPublic Order in Singapore\\nIt is an offence to conduct or participate in an illegal assembly or procession. This \\nmeans you must not gather in large groups in a public place to show support or  \\nopposition to the views or actions of any person, group of persons or any government.', '- You are not allowed to work in another occupation even if instructed by  \\nyour employer. \\n• You cannot take part in any other business or start your own business to earn  \\nextra money.\\n• You must carry your original work permit card at all times and produce it for  \\ninspection by any public officer.', '34SINGAPORE LAWS\\nWhile working here, you must obey Singapore laws. Otherwise, you will face the \\npenalties. Your work permit will be revoked and you will not be allowed to enter \\nSingapore in the future. \\nOffences\\nLittering\\nWastage of water\\nUrinating in public  \\nplaces\\nJaywalking\\nPublic drunkenness\\nUnlawful consumption  \\nof liquor in public places\\nMaking a false  \\npolice report\\nTheft (stealing  \\nor shoplifting)Penalties\\n• Fine of up to $2,000, with increased fines\\n for repeat offenders.'}""]",1.0,0.9481771138107674,0.0,0.058823529411764705,0.0,0.8889384963163818,0.3889012907457621
How to help my friend who got scammed?,You may visit the Ant-Scam Resource Guide for information or access scamshield on how to get help for people who have been scammed,"I'm sorry to hear that your friend got scammed. It's important to provide support and guidance to help them through this difficult situation. Here's what you can do to help:

1. Encourage them to report the scam to the authorities. They can contact the police or make a report to the Scam Reporting Hotline at 1800-722-6688.

2. Advise them to seek assistance from their employer or employment agency. They may be able to provide guidance and support in dealing with the situation.

3. Share the resources available to them, such as the video on how to ACT against scams and the real stories of MDWs who have sought help. These resources can provide valuable information and guidance on what steps to take.

4. Remind them to avoid sharing personal or financial information with unknown sources. Scammers often target vulnerable individuals, so it's important to be cautious and skeptical of any suspicious messages or requests.

5. Encourage them to spread awareness among their MDW friends to prevent others from falling victim to scams. Sharing information and experiences can help protect others from similar situations.

Remember, it's important to stay safe and vigilant when it comes to scams. Thanks for asking!","['{""To ﬁnd out more about other types of scams, such as loan and e-commerce scams, \\nvisit Scamalert.sg . \\nReal stories \\nFeeling lost after falling victim to scams? You\'re not alone. Watch these real stories of \\nMDWs as they share their experiences and how they sought help. \\nhttps://youtu.be/e5Mr4WjTLoM"", \'\\uf0b7 Tell the authorities and warn your MDW friends \\nWatch the video on how to ACT against scams. \\nhttps://youtu.be/_2e1GCLl7Cs  \\nTypes of scams \\nWhat is a phishing scam? \\nIf you receive a message from an unknown person asking you to click on an unknown \\nlink to provide your personal details, be careful! It could be a phishing scam to steal \\nyour personal information and money. Avoid clicking on any links or sharing your \\npersonal information.\', \'oƯering an attractive deal or false information.  \\nProtect yourself from scams using A.C.T.: \\n\\uf0b7 Add security features such as downloading the ScamShield \\napp https://play.google.com/store/apps/details?id=sg.gov.scamshield&pli=1  \\nor ScamShield Bot  https://www.scamshield.gov.sg/  on WhatsApp to block \\nscams and report scams \\n\\uf0b7 Check for scam signs with o Ưicial sources  \\n\\uf0b7 Tell the authorities and warn your MDW friends \\nWatch the video on how to ACT against scams.\', ""Staying safe from scams \\nScams can happen to anyone, including Migrant Domestic Workers (MDWs). The \\nanti-scam campaign aims to raise MDWs\' awareness and knowledge to recognise \\nand avoid scams, so that their well-being and hard-earned money are safeguarded. \\nAct against scams \\nA scam is designed to trick you into giving away your money or personal details by \\noƯering an attractive deal or false information.  \\nProtect yourself from scams using A.C.T.:""}']",0.0,0.9764090210614094,0.0,0.0,1.0,0.8555320367456293,0.21388300918640732
How can I go around Singapore by myself?,You may use the ez-link card to take bus or the train (MRT). These can be purchased from convenience stores like 7-11 or the MRT stations and you can top up your card using the machines at the MRT stations. For more information you may refer to this link: https://www.mom.gov.sg/-/media/mom/documents/publications/mw-guides/mw-handy-guide-english.pdf,"To go around Singapore by yourself, you can use various modes of transportation such as buses, MRT (Mass Rapid Transit), LRT (Light Rail Transit), taxis, or private hire vehicles. To travel on these modes of transport, you will need an ez-link card, which can be purchased at MRT stations and bus interchanges. The card can be topped up at ticket machines located at these stations and interchanges. This card will allow you to conveniently pay for your fares and travel around the city. Thanks for Asking!","[""{'Islam, Hinduism and Taoism. Everyone is free to practise their religion, as long as they \\nrespect others’ religious practices. You can pray at the designated places of worship \\nsuch as temples, churches and mosques.\\nBelow are some tips to guide you:LOCAL SOCIAL NORMS \\nWhile in Singapore, you should familiarise yourself with the local social norms. \\nWhat is acceptable in your home country may not be acceptable in Singapore.\\nGood Behaviour in Public\\n•   Do not fight.', 'restrictions. You can buy and drink alcohol only within licensed outlets such as coffee \\nshops in Geylang and Little India. Drinking alcohol outside these venues is against\\nthe law. \\nAction will be taken if you are found drinking in public during prohibited hours, and your \\nwork permit will be cancelled.\\nFor information of the liquor laws, please go to www.mha.gov.sg', '6GETTING AROUND SINGAPORE\\nIt is easy to get around Singapore. The different types of transport are as follows:\\n•   Bus\\n•   Mass Rapid Transit (MRT) \\n•   Light Rail Transit (LRT)\\n•   Taxi\\n•   Private Hire Vehicles\\nEZ-Link Cards\\nTo travel by bus, MRT or LRT, you will need an ez-link card which can be purchased at \\nMRT stations and bus interchanges. Your ez-link card will have stored value in it. You \\ncan top up your card at ticket machines located at MRT stations and bus interchanges.', '4Save Water\\nDo not waste water.\\nRecreation Centres   \\nThere are eight recreation centres located \\naround Singapore. They provide free sports \\nfacilities such as badminton/basketball \\ncourts, soccer and cricket fields. You can remit \\nmoney, visit the barber, buy groceries at the \\nsupermarket, or have a meal at the centre.WHERE TO GO ON YOUR REST DAY \\nYou can visit recreation centres in your free \\ntime. There are amenities and activities \\ncatered for you.Do not leave the tap running'}""]",1.0,0.9202818186436096,0.9999999999,0.05263157894736842,0.6666666666666666,0.9325317169967452,0.3694965656128226
